,RM,MSE error
149,0.04340199977220491,4.608422356367775e-05
150,0.046796267865759016,4.76931147932322e-05
151,0.05024927795817231,5.717559072473762e-05
152,0.054030005094740666,5.952575724549536e-05
153,0.05788765195667267,7.78022388158373e-05
154,0.06229793082585536,7.879932978391799e-05
155,0.06673638015484172,7.154465132735042e-05
156,0.07096558372429042,5.7915125375591545e-05
157,0.07477068311115245,6.45263448588965e-05
158,0.07878709770811877,7.491758756829639e-05
159,0.0831148450311581,5.523208703933872e-05
160,0.08683075969108164,5.2135460402464804e-05
161,0.09044100415657372,3.956948014767508e-05
162,0.09358621798665248,3.9291323868534415e-05
163,0.09672035757625816,5.426825933822341e-05
164,0.10040370725210429,9.726538947543305e-05
165,0.10533486810618908,0.00013087595623313878
166,0.11105491959706612,0.0001286212882228788
167,0.11672548588763355,8.227889559228877e-05
168,0.12126087163727736,6.134863996275729e-05
169,0.12517714026834564,4.738539442117696e-05
170,0.1286189927645015,3.0524160850086215e-05
171,0.13138142651257972,2.487872891008394e-05
172,0.1338753555868561,2.240865282165311e-05
173,0.13624224451653008,5.0627313676120124e-06
174,0.1373672702237488,5.961766508466508e-06
175,0.13858810666943538,3.0100449246419596e-05
176,0.14133130048533774,6.406386922714997e-05
177,0.1453332959009757,0.00015107396861338844
178,0.15147890345054696,0.0001982418638445943
179,0.15851882290755415,0.0001878762027375658
180,0.16537221992541262,0.00014744476658251727
181,0.17144356175779443,9.769014520469885e-05
182,0.17638547801580354,7.413424731384279e-05
183,0.18069054036476676,5.264574908064644e-05
184,0.18431840988697418,4.7212788531181324e-05
185,0.1877539880235904,3.7424655215699615e-05
186,0.19081277271753747,2.4986433549066603e-05
187,0.19331209430294152,1.6065886809420503e-05
188,0.19531620799790872,1.38556549596392e-05
189,0.19717736724416085,1.4124476620004984e-05
190,0.19905649447641555,3.7162013871540276e-06
191,0.20002036705450277,3.140175861191165e-08
192,0.19993176434769888,4.117009271923058e-07
193,0.1996109447226787,1.1876216186839536e-07
194,0.1994386352903568,2.770920641831775e-08
195,0.19952186570309505,2.1017316257916027e-06
196,0.20024673321267725,5.89836658882805e-06
197,0.20146106086500465,1.0379159632610934e-05
198,0.2030718960235956,1.0914430261622784e-05
199,0.2047237457641609,9.315954641923392e-06
200,0.20624984820517883,7.933241713258965e-07
201,0.20669519194077132,1.2068947809510014e-07
202,0.2068688938967873,3.1302879613329685e-07
203,0.2071486387788376,2.34151999818917e-08
204,0.20722514890885627,6.6002390548410355e-06
205,0.20850969542950482,1.796718480186376e-05
206,0.21062908123687119,5.4535617581627215e-05
207,0.21432149296843728,0.00010180958110169783
208,0.21936652966557085,0.00016733061703097347
209,0.2258343464732536,0.00029322645813658255
210,0.23439627467513346,0.000272038711183003
211,0.2426430727080521,0.0002367074287189471
212,0.25033572226329226,0.000295766706582729
213,0.2589346568860047,0.0002474905190725271
214,0.26680057258401035,0.0002695580863994803
215,0.2750096846918981,0.0002840592398017058
216,0.28343671322812763,0.0003539708884434286
217,0.2928437702658444,0.0006327004884261752
218,0.3054205394100461,0.00040455413651966905
219,0.3154773049999322,0.0003248892890005415
220,0.32448964777249334,0.00035306807610160673
221,0.33388470067417525,0.0003397388619220966
222,0.3431007039011996,0.00021041415835444292
223,0.35035353366540967,0.00026100665962321
224,0.3584313839305361,0.0002552546194812899
225,0.3664197288699038,0.00019355672323416586
226,0.3733759621041004,0.00015687335635405255
227,0.37963841682158245,0.00011664712052455558
228,0.3850385816460243,4.8879132371897336e-05
229,0.38853426227974563,1.8836291865748032e-05
230,0.3907043021333974,1.002967266035823e-05
231,0.39228778505565753,3.092789123407491e-05
232,0.39506842757286803,0.00012321002022522854
233,0.4006184280283912,0.00015194315783154295
234,0.406781689296412,0.0001622073463293879
235,0.4131497216913003,6.054685395156518e-05
236,0.4170403146394114,5.376968875360564e-06
237,0.41819972924119975,9.332975093451112e-07
238,0.4177166926200867,2.664926755898543e-06
239,0.4185329227892024,3.645397799926714e-05
240,0.42155177927797705,4.26847522931682e-05
241,0.4248184577245481,8.165587220053767e-05
242,0.4293366396653441,8.532152579242577e-05
243,0.43395512225685684,4.532906195575806e-05
244,0.4373214653007161,2.7763690810826482e-05
245,0.4399560283959383,8.692525136620603e-05
246,0.44461771401828043,0.00020266697959015858
247,0.4517357716815436,0.00024019040843964313
248,0.4594848104677358,0.0001923562552401507
249,0.4664194383460028,0.00021940990141641945
250,0.47382568404501285,0.00024589868454535837
251,0.48166626254001815,0.00024456923662008
252,0.489485617318708,0.0001411421640019006
253,0.49542578070033944,8.319454763663678e-05
254,0.4999863329595685,0.0001006015891316491
255,0.5050013501363,0.00020172389963164615
256,0.512102827088872,0.00029000004818392533
257,0.5206175209791996,0.00027231423291002195
258,0.5288684941477115,0.00022029517459607102
259,0.5362896661339289,0.00019461818312503773
260,0.543264947187855,0.00015603863627622133
261,0.5495107184828237,0.00011284237039319503
262,0.5548220829589541,0.00013503124691937349
263,0.5606322302660233,0.00026333243534429633
264,0.568745990728107,0.00030587899754113063
265,0.5774906890868432,0.00013765235457178192
266,0.5833569560977238,0.00015244318137232814
267,0.5895303502486817,0.0002725217561594743
268,0.5977844667392498,0.00029177893321788526
269,0.6063252356334695,0.00013246041275602973
270,0.6120798080058537,0.00012172147787875073
271,0.6175961808603376,7.409699403911123e-05
272,0.6219001614027864,5.8891621642659883e-05
273,0.6257372052402561,1.530995911788261e-05
274,0.6276936023828299,1.1877490255671429e-05
275,0.6294167891295053,2.4600608600539554e-05
276,0.6318967391592709,6.025889427774027e-05
277,0.6357780692881616,3.635045996146131e-05
278,0.6387926364196691,4.0569151903008425e-05
279,0.6419773323197123,5.4595432757185455e-05
280,0.6456717684322059,5.592339754067722e-05
281,0.6494108658346773,5.80402299702623e-05
282,0.65322007277216,5.329864008599431e-05
283,0.6568703686535233,0.00018672075036901104
284,0.6637026587229109,0.0001690401465223691
285,0.6702034307255728,0.00016291972201144854
286,0.6765854312350417,0.00016813722596230226
287,0.6830688181963895,0.00020464497358039572
288,0.6902215270115937,0.0005056370732292939
289,0.7014647146515525,0.0005034123450410094
290,0.712683140845108,0.0006900618206917671
291,0.725817654736872,0.0011902472769862098
292,0.7430676350048767,0.001099674915143431
293,0.7596483083562777,0.0007221294893176164
294,0.7730845419181582,0.0006524167444796985
295,0.7858557668445278,0.0006058828105312969
296,0.7981631102878881,0.000386080201100753
297,0.8079875721192145,0.0001597800871851283
298,0.8143077795364028,2.563494035203702e-05
299,0.8168393274992132,6.688438307865175e-08
300,0.816710017423157,5.546179803200197e-07
301,0.8163376540319918,1.6054503514779407e-05
302,0.8143342504583964,1.6724573221817507e-05
303,0.8122894660429985,1.5384697315101e-05
304,0.8103282994695593,7.54679924265838e-06
305,0.811701871386375,2.1745284874237958e-05
306,0.8140334633786754,9.982702057404296e-06
307,0.8156132340944285,3.426169761666636e-06
308,0.8165387298753031,3.536261505971081e-06
309,0.8174789773834055,1.18558636512317e-06
310,0.8180234005563884,5.771557439623808e-06
311,0.8168221972597288,1.1420455454951776e-05
312,0.8151324890412077,1.9018325524967635e-05
313,0.8129519887818081,9.599950031840669e-05
314,0.808053022045893,0.00030421849486093265
315,0.7993320918366073,0.00037243727618590296
316,0.7896827748117357,0.00036746016401417004
317,0.7800981495710941,0.00026428454617250896
318,0.7719697341939664,0.0001169829312498047
319,0.7665618017967881,4.576556999233587e-05
320,0.7631792890476496,2.4548134890458242e-05
321,0.7607019853273491,2.118843217675737e-05
322,0.758400440619074,2.6652636317355854e-05
323,0.7558191310523348,1.063113382248292e-05
324,0.7541888600762021,6.143194972206697e-06
325,0.7529495866023266,3.1178908036779525e-06
326,0.7520667090904828,3.3512594902791696e-06
327,0.751151386812501,1.5217910536302872e-05
328,0.7492008797927557,1.7336364012462837e-05
329,0.7471190318148486,4.151722658337383e-05
330,0.7438973386814414,9.056845138067133e-05
331,0.7391389657615066,0.0002991501724928884
332,0.7304909866262854,0.0002920067178233985
333,0.7219468845988135,0.0001896304215944725
334,0.7150615664944251,0.00010825080573326123
335,0.7098593841222551,3.8895465525166585e-05
336,0.7067410726590925,1.9626020768319075e-06
337,0.7074415371615534,4.670551396414939e-06
338,0.7085221100878771,4.657910619610136e-06
339,0.7096012197463004,5.225605050055284e-06
340,0.7107441988635698,1.4250038772455877e-07
341,0.7105554527459113,3.2189281475674125e-06
342,0.709658384166096,2.6602263828098136e-06
343,0.7088428741442676,1.3023204753456756e-05
344,0.7070384902637243,1.3013445665722492e-05
345,0.7052347825777534,5.024779100530992e-06
346,0.70411398162525,3.0690575165163793e-06
347,0.7032380453381097,2.8253157925309935e-06
348,0.7023976115524176,1.3672048777077708e-05
349,0.7005488248707614,5.276299669215899e-05
350,0.6969169177721368,0.00011316987977792046
351,0.6915978511299072,9.465218814875518e-05
352,0.686733383323745,3.0424207769629608e-05
353,0.683975476156633,4.4261144406216456e-08
354,0.6840806678202835,2.6484623489624204e-05
355,0.6866538284978173,5.055462265675646e-05
356,0.6902089171977219,3.2978248998474456e-05
357,0.6930802517741199,1.1685157989766515e-05
358,0.6947894297921864,2.545302621595139e-05
359,0.6973119794059677,3.5985749629910414e-05
360,0.7003113855817761,4.677114291371135e-05
361,0.7037308571386731,2.7209650364451028e-05
362,0.7063390006529593,1.785296943477948e-05
363,0.7084516393723561,3.812684997685471e-05
364,0.711538986533628,7.059301546828274e-05
365,0.715739969021936,0.00018188590316876152
366,0.7224832231171181,0.00032198100358707453
367,0.7314551376785018,0.00039058931388284614
368,0.7413368039585737,0.0003932649638076393
369,0.751252258610374,0.0005352363785721323
370,0.7628198467186632,0.00048591750445658115
371,0.7738416150030242,0.00023943906148435096
372,0.7815785242936316,0.00017333185177217315
373,0.7881613020464533,0.00013701934293992854
374,0.7940140651319525,5.450378593414364e-05
375,0.7977053991026921,2.110772748758665e-05
376,0.8000025564486083,1.8444225780871838e-05
377,0.8021498935076696,3.140335815379028e-05
378,0.804951828470949,5.732885877612751e-05
379,0.8087376196292186,0.00011929173698353342
380,0.8141986574651875,0.00011184409851061835
381,0.8194864759783037,7.795735802682306e-05
382,0.8239011491832766,4.7487918527734146e-05
383,0.8273467231023696,2.2340121671853866e-05
384,0.8297099899975728,0.0030005973028454204
385,0.8023211359559859,0.005664252613538815
386,0.7646905213797568,0.006064071789274279
387,0.7257544462396175,0.005506469583568309
388,0.6886516512520148,0.0046423043485886335
389,0.6545844223194004,0.0036120089092237105
390,0.6245344268567397,0.002834765342983422
391,0.5979131696410134,0.002079249621236841
392,0.5751137747957722,0.0014247961975716165
393,0.5562405384704118,0.0008141969832362384
394,0.5419734698924221,0.00028226492787928014
395,0.533573098950028,0.00024514103011201514
396,0.5257446088320037,0.00022711511625616882
397,0.5182094393538803,0.00022502102242408212
398,0.5107090889883293,0.0002089844743176503
399,0.5034809413293913,0.00018838838783770932
400,0.49661820885905356,0.00012213676295898455
401,0.49109243373335887,0.00012524845743347237
402,0.4854967108704601,0.00013009060559101017
403,0.4797938474319976,0.00026837333205365077
404,0.4716027954230422,0.0013166578920926202
405,0.4534599049966753,0.0016663957860143328
406,0.43304914933933664,0.0010654622780788216
407,0.4167284395042925,0.0009322090641988804
408,0.401462390046436,0.001075553748735144
409,0.3850645719847613,0.0016569175198535861
410,0.36471194611085017,0.0016267978042230442
411,0.34454515531370644,0.0014553958672621499
412,0.32547032984096524,0.0008467088610514574
413,0.31092119875822133,0.00046978349547832464
414,0.30008395400369164,0.00028143866154866937
415,0.29169588715922934,0.00025172260397834175
416,0.2837630030056201,0.00019465593205997354
417,0.27678704550754185,0.0001152255718442739
418,0.2714198867656125,0.0001344042483931628
419,0.2656232444531793,0.0001409939956681363
420,0.2596861998249965,0.00013011387433242
421,0.25398282638613556,7.621937546296325e-05
422,0.2496176409529906,3.771944487129514e-05
423,0.24654683304336425,4.004817863485379e-05
424,0.24338265152854666,4.3163780112850423e-05
425,0.24009769414248933,5.326057945833381e-05
426,0.23644870183438788,3.691635048706309e-05
427,0.23341076048838302,4.734692881405445e-05
428,0.22997030525636597,3.265314809009009e-05
429,0.2271131585988556,2.1777473893926428e-05
430,0.2247798415450711,1.7630111087557554e-05
431,0.22268043025333017,2.7041739077854653e-05
432,0.22008034664516224,3.723030862396698e-05
433,0.2170295144380437,4.4571493980688715e-05
434,0.2136914201471088,5.698411461724555e-05
435,0.20991702898371417,5.3685567491610675e-05
436,0.20625350719820468,0.00010592914562681304
437,0.20110741291159243,9.170646729190586e-05
438,0.19631923822566288,5.761675504159015e-05
439,0.19252395315594842,5.239543701898897e-06
440,0.19137945067649514,9.480615112829145e-07
441,0.19089260842502068,7.254406721825985e-07
442,0.19131847245032177,4.428966323766567e-06
443,0.19237072792355137,2.6725516583639488e-05
444,0.1949555643102323,4.575772435773893e-05
445,0.19833778711327688,9.974961685075469e-05
446,0.20333152361140017,7.754141358407512e-05
447,0.20773440373650223,6.136687922204256e-05
448,0.21165125448748964,4.264947224272564e-05
449,0.21491658265793154,4.310737254905962e-05
450,0.21819939290789497,4.8496931371683314e-05
451,0.22168137981811173,4.6172488741429656e-05
452,0.22507889687993166,2.010199603774883e-05
453,0.2273206593583038,3.968670270119309e-05
454,0.2304705285103954,6.379027639126483e-05
455,0.23446396926966756,4.7954945538197335e-05
456,0.23792644474027372,6.021142951261203e-05
457,0.2418062459437058,7.56044639361794e-05
458,0.24615378731602705,0.00010207254287041731
459,0.25120533516966603,0.00014707095299678266
460,0.25726897584579417,6.669005598868479e-05
461,0.26135217483643514,6.018146068796736e-05
462,0.2652310103797383,3.739041682799145e-05
463,0.2682883955708776,2.570212725341973e-05
464,0.27082325884398617,1.4992669316567385e-05
465,0.27275927726568105,2.0805234942384773e-05
466,0.2750399150570886,1.7384193115197937e-05
467,0.2771246328506519,1.4323468212143063e-05
468,0.27901695075550714,1.1674207828767896e-07
469,0.27918778845501147,7.665880054119149e-08
470,0.2790493518264217,2.56957009217216e-06
471,0.2782478578944153,1.204632738233303e-07
472,0.2780743187966424,9.013585716752433e-07
473,0.27759961926755183,1.4067453841564398e-10
474,0.2776055495824342,1.3334127626862413e-06
475,0.2781829170483271,8.107042179062049e-07
476,0.27863311262191326,7.128004907848412e-08
477,0.2787666042406375,1.9583648762549296e-07
478,0.2789878713233822,5.495257328604658e-06
479,0.2778157730629317,2.6417372126754458e-05
480,0.2752458814248099,3.2113466633279565e-05
481,0.2724124441732866,2.8984817957211456e-05
482,0.26972056667063105,1.6315913649847736e-05
483,0.26770091857938794,5.218746546815304e-06
484,0.26655868977713165,1.8722069288674e-07
485,0.2663423447443214,8.031269052711748e-07
486,0.26679043148404685,1.2831116751836243e-05
487,0.2685814588953276,2.1266842439178664e-05
488,0.2708872582382442,2.8283752634702896e-05
489,0.27354638180789564,3.698132255932276e-05
490,0.27658699533806197,3.7460601919297944e-05
491,0.27964724867395174,4.2811603244706724e-05
492,0.2829187774925894,4.578203436626692e-05
493,0.2863018986242616,2.3712959938173634e-05
494,0.28873669635395977,1.5103861676065277e-05
495,0.2906798807041994,1.86683471380607e-05
496,0.29284022483986744,1.5522875767064172e-05
497,0.29481017888546496,1.636603185710222e-05
498,0.2968329265128954,2.8223035177392456e-05
499,0.29948919434471283,2.8945586191936176e-05
500,0.30217924946459124,4.793490498424919e-05
501,0.3056410013687667,7.151560316874888e-05
502,0.3098693462922784,7.810199214030645e-05
503,0.31428811286623054,5.4496904193751584e-05
504,0.3179792137925719,3.746940593797927e-05
505,0.321039826718849,3.992742815105418e-05
506,0.3241992344224801,2.5207427376652674e-05
507,0.3267095843670422,3.9919832361605085e-05
508,0.3298686915336957,3.3195349702429886e-05
509,0.3327494618170761,1.2889639346003164e-08
510,0.33269269554331693,5.187940851825947e-06
511,0.3315538429571775,2.944301302979541e-06
512,0.3306958946337075,6.56446966254948e-06
513,0.32941483358300094,2.6878891945517024e-05
514,0.3268225907343505,4.1680399943128156e-05
515,0.32359457276882087,3.593440509622204e-05
516,0.32059730713593887,3.419111816320671e-05
517,0.31767364854766256,5.108636671330339e-05
518,0.3140999121726167,3.267724437333476e-05
519,0.31124171149853275,3.5658015335282174e-05
520,0.3082559948619745,2.577314182015803e-05
521,0.3057176321110976,5.7663059661671755e-06
522,0.3045169754193069,3.6535856093933916e-06
523,0.3035612576773201,7.8237241255106e-07
524,0.30311899858681124,7.260967947132305e-07
525,0.30269294201934827,6.020609239855996e-06
526,0.30146609552937326,3.485260118450403e-06
527,0.3005326529603779,2.8100034289085526e-05
528,0.29788217968711683,2.9121054494373377e-05
529,0.2951839833222106,2.204856757532912e-05
530,0.29283618820895385,2.133870149944497e-05
531,0.29052649658995766,1.695095793760584e-05
532,0.28846791953665085,1.4432684923399396e-05
533,0.2865684008526549,6.9764045041533825e-06
534,0.2852477566439301,4.418324312119866e-06
535,0.28419676612159894,1.3607594605698874e-06
536,0.2836135081468206,8.541413589734401e-07
537,0.2831514093048578,7.79139263474788e-07
538,0.2827100649768455,2.7357106523460833e-06
539,0.281883065785137,2.0864479136057176e-06
540,0.2811608386889952,2.0696951548482994e-08
541,0.2812327708645992,2.098357583731174e-06
542,0.2819570563027607,3.3857380749838642e-06
543,0.28287707506275744,4.670623171122365e-06
544,0.2839576562919025,4.8294921629144325e-06
545,0.28505646157070696,3.4863045762448523e-06
546,0.28599004399559574,1.9383935961479798e-07
547,0.2862101799533666,1.7222163289049536e-10
548,0.28621674161536814,2.8212113573821026e-07
549,0.28648231699814025,4.663468426454795e-06
550,0.28756207026005415,6.48886192601095e-06
551,0.2888357324921639,1.9870911065401835e-06
552,0.28954055358764486,1.1324575400814419e-06
553,0.2900726385291912,2.0908690475758236e-08
554,0.2901449377174227,2.135318323343812e-06
555,0.28941430129563966,2.0437947098031267e-07
556,0.28918825955669514,8.523192669665062e-07
557,0.28872665386268603,5.312497344875782e-07
558,0.28836221946032825,1.4451107669173016e-06
559,0.28776115566027927,1.0295766559501348e-06
560,0.28826849594449444,9.899482699993753e-06
561,0.2898416681140291,1.3773814450866756e-05
562,0.29169732261115855,1.809576125187669e-05
563,0.29382427825549373,2.9923316475382343e-05
564,0.29655938869546605,3.5772552113127355e-05
565,0.2995498966837988,4.705535059943776e-05
566,0.3029797418187662,4.455752557652481e-05
567,0.30631731300064846,4.532349082073313e-05
568,0.30968344916919294,4.2831657705862114e-05
569,0.31295574414771576,4.516621050034074e-05
570,0.31631603470436187,5.4932042489421915e-05
571,0.3200218423926203,4.730779708439588e-05
572,0.32346087558104686,3.3873940674794365e-05
573,0.3263709417604831,2.3194709481967383e-05
574,0.32877898606457967,2.8178034166906135e-05
575,0.3314331353711799,6.573934098624583e-05
576,0.3354871254114441,6.42333393092124e-05
577,0.3394944106305548,4.70720462806396e-05
578,0.342924864182224,2.3173432222904037e-05
579,0.34533180374434974,2.820449414124493e-05
580,0.3479871989193305,2.7760895015294173e-05
581,0.35062162936134705,3.808597681442298e-05
582,0.35370732121304027,5.2082448845625354e-05
583,0.3573157297557924,7.853444629253508e-05
584,0.36174671289423177,6.946456616942952e-05
585,0.36591398316892687,5.8989649291033544e-05
586,0.3697542191412023,4.576726332397539e-05
587,0.37313679446645287,1.8976746461743372e-05
588,0.3753149098480238,3.933539294726214e-06
589,0.3763065674621636,3.5623826567340504e-06
590,0.3772502812239492,3.947666324546227e-06
591,0.3782437179764083,3.7337080129126375e-06
592,0.3792098582370476,5.221377190636237e-06
593,0.38035237488798057,8.239545820618056e-07
594,0.3808062346080654,2.733045001509247e-06
595,0.3799796384246861,3.098642276134197e-05
596,0.37719636594604955,4.017437522991404e-05
597,0.37402720299544595,5.7056044395631476e-05
598,0.37025043041837596,0.00010185623108647303
599,0.3652042380150269,0.00012278754843113245
600,0.3596637608597827,0.00010782922433082417
601,0.35447171828650714,6.99975800133871e-05
602,0.35028849046539257,6.380921250732483e-05
603,0.3462944570245171,6.99942376843305e-05
604,0.34211132907750397,8.654510714722607e-05
605,0.33745984793846806,9.940553632184922e-05
606,0.332474731683007,0.00013613585538406947
607,0.3266408681393494,0.00014605157845962757
608,0.32059827808086394,0.00017136317797840613
609,0.3140529901196967,0.00019805803639445752
610,0.3070163354387695,0.00015944213457350822
611,0.3007028155296081,0.0001233854359268273
612,0.2951488656755217,0.00012218485398243114
613,0.28962200277731187,7.775524531524387e-05
614,0.285213056040413,5.432978728196032e-05
615,0.28152761891294903,3.738350362634342e-05
616,0.27847051637842624,5.4400878263441954e-05
617,0.27478266882655256,9.888809037408932e-05
618,0.26981054427124196,8.639384774065403e-05
619,0.26516312972816924,4.2619614175837344e-05
620,0.26189894475425013,3.2125604061429805e-05
621,0.25906497209817925,1.9361764989054924e-05
622,0.25686487181699574,8.403069981124281e-06
623,0.25541546935553755,8.481839964429041e-06
624,0.2539592894246543,1.566319706022219e-05
625,0.25198045156746246,2.8003098944404735e-05
626,0.24933455384908762,9.88566172658346e-06
627,0.24776248024023662,2.391861780363566e-06
628,0.2469891979857584,9.7474329993206e-07
629,0.24649555254114963,2.0185826134421468e-07
630,0.24627090934553478,2.9275707888837697e-06
631,0.24712641662032614,5.572585426248337e-06
632,0.24830673283073845,7.683405585888492e-06
633,0.24969268066398187,7.943205757567107e-06
